model,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
DeepSeek-V3,1.0,1.0,0.9230769230769231,0.9354838709677419,0.9863013698630136,0.961038961038961,0.9423076923076923,0.9722222222222222,0.9402985074626866,0.8717948717948718,0.9455172413793104,0.9285714285714286,0.5,1.0,1.0
GPT-4o,1.0,1.0,1.0,0.9354838709677419,0.958904109589041,0.935064935064935,0.8942307692307693,0.9351851851851852,0.7164179104477612,0.725,0.7931034482758621,0.8571428571428571,0.25,0.6666666666666666,1.0
GPT-5,1.0,1.0,0.9230769230769231,0.9354838709677419,0.9726027397260274,0.935064935064935,0.875,0.9166666666666666,0.7164179104477612,0.7,0.7931034482758621,0.8571428571428571,0.25,0.6666666666666666,1.0
VISTA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9701492537313433,1.0,0.9610344827586207,1.0,1.0,1.0,1.0
Agent-Q,1.0,1.0,0.9230769230769231,1.0,0.9863013698630136,0.961038961038961,0.9807692307692307,0.9814814814814815,0.9552238805970149,1.0,0.9355172413793104,0.9285714285714286,1.0,1.0,1.0
