model,0.1,0.3,0.5,0.7,0.9
DeepSeek-V3,0.1,0.13275862068965516,0.15862068965517243,0.17758620689655172,0.20517241379310344
GPT-4o,0.06379310344827586,0.08620689655172414,0.1,0.10344827586206896,0.11724137931034483
GPT-5,0.06896551724137931,0.09137931034482759,0.10689655172413794,0.11724137931034483,0.13793103448275862
VISTA,0.1724137931034483,0.19137931034482758,0.20517241379310344,0.2189655172413793,0.22586206896551725
Agent-Q,0.15172413793103448,0.1706896551724138,0.1879310344827586,0.19655172413793104,0.20344827586206896
